comuna;zona;sexo;edad;ecivil;educ;activ;P1;P2;P3;P4;P5;P6;P7;Y1;Y2;Ytot;Ytot2
Iquique;Urbano;Hombre;27;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;S’;No;N9;210000;0;210000;210000
Iquique;Urbano;Hombre;45;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;250000;0;250000;250000
Iquique;Urbano;Hombre;32;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N8;190000;6000;196000;190000
Iquique;Urbano;Hombre;41;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;400000;0;600000;400000
Iquique;Urbano;Mujer;54;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;610000;103056;893056;210000
Iquique;Urbano;Hombre;43;Conviviente o pareja;Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N4;500000;36461;736461;500000
Iquique;Urbano;Mujer;40;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;270000;45208;315208;100000
Iquique;Urbano;Hombre;46;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;215000;0;215000;180000
Iquique;Urbano;Hombre;54;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;608333;58543;836876;608333
Iquique;Urbano;Hombre;28;Casado(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;333333;38462;371795;300000
Iquique;Urbano;Hombre;32;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N1;350000;30168;380168;350000
Iquique;Urbano;Hombre;41;Casado(a);Profesional  Incompleto;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N4;440000;1673;441673;270000
Iquique;Urbano;Hombre;42;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N3;850000;1673;1001673;350000
Iquique;Urbano;Hombre;30;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;290000;0;290000;290000
Iquique;Urbano;Mujer;36;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;200000;0;300000;100000
Iquique;Urbano;Mujer;55;Soltero(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;600000;0;880000;600000
Iquique;Urbano;Mujer;41;Casado(a);B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N8;450000;47209;497209;350000
Iquique;Urbano;Hombre;52;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;250000;0;250000;250000
Iquique;Urbano;Hombre;54;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;800000;0;920000;400000
Iquique;Urbano;Mujer;50;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N9;986667;0;1086667;186667
Iquique;Urbano;Hombre;40;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;230000;0;380000;230000
Iquique;Urbano;Hombre;38;Soltero(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;900000;0;900000;900000
Iquique;Urbano;Mujer;27;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;390000;7929;397929;300000
Iquique;Urbano;Mujer;46;Separado(a);M. Hum. Incompleta;Ocupados;S’;S’;Otra nacionalidad (extranjeros);En esta comuna;S’;S’;N5;360000;54337;414337;210000
Iquique;Urbano;Hombre;46;Soltero(a);M. Hum. Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;No;No;N9;450000;0;450000;450000
Iquique;Urbano;Mujer;30;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;No;N5;100000;0;500000;100000
Iquique;Urbano;Mujer;42;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;NS/NR;980000;47209;1027209;230000
Iquique;Urbano;Hombre;43;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);No sabe;No;No;N8;800000;0;800000;800000
Iquique;Urbano;Hombre;74;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;756667;0;756667;300000
Iquique;Urbano;Hombre;42;Soltero(a);M. Hum. Incompleta;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;No;N7;540000;4000;664000;540000
Iquique;Urbano;Mujer;42;Casado(a);M. Hum. Incompleta;Ocupados;No;S’;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N5;930000;0;930000;180000
Iquique;Urbano;Mujer;52;Separado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N7;520000;0;680000;250000
Iquique;Urbano;Mujer;56;Soltero(a);B‡sica Incom.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N6;170000;20998;190998;100000
Iquique;Urbano;Mujer;31;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;250000;7000;407000;250000
Iquique;Urbano;Hombre;40;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;300000;5000;455000;150000
Iquique;Urbano;Mujer;43;Soltero(a);B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;No;No;N7;390000;0;390000;210000
Iquique;Urbano;Mujer;24;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;No;No;N8;390000;0;390000;180000
Iquique;Urbano;Hombre;95;Casado(a);NS/NR;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;250000;0;250000;250000
Iquique;Urbano;Mujer;46;Conviviente o pareja;B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;S’;No;N8;580000;15084;595084;180000
Iquique;Urbano;Hombre;34;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;330000;7000;507000;330000
Iquique;Urbano;Mujer;43;Viudo(a);M. Hum. Incompleta;Ocupados;S’;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N5;135000;0;265000;135000
Iquique;Urbano;Hombre;52;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;830000;4584;834584;350000
Iquique;Urbano;Hombre;26;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N7;150000;21210;171210;150000
Iquique;Urbano;Mujer;40;Soltero(a);B‡sica Incom.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;S’;S’;N6;312000;111923;423923;156000
Iquique;Urbano;Hombre;22;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N9;930000;0;930000;450000
Iquique;Urbano;Hombre;68;Casado(a);B‡sica Compl.;Inactivos;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N7;500000;5000;805000;500000
Iquique;Urbano;Hombre;35;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;600000;0;600000;600000
Iquique;Urbano;Hombre;25;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;500000;0;500000;500000
Iquique;Urbano;Mujer;42;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;215000;0;365000;215000
Iquique;Urbano;Hombre;36;Conviviente o pareja;M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N9;600000;0;600000;600000
Iquique;Urbano;Mujer;28;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En otra comuna;S’;S’;N6;720000;1673;721673;600000
Iquique;Urbano;Mujer;41;Separado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;235000;0;485000;195000
Iquique;Urbano;Hombre;63;Casado(a);B‡sica Incom.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N10;704167;0;704167;704167
Iquique;Urbano;Mujer;43;Separado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;351000;20588;521588;270000
Iquique;Urbano;Hombre;30;Casado(a);M. TŽc Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;S’;No;N6;670191;0;670191;210000
Iquique;Urbano;Hombre;56;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;820000;21176;841176;350000
Iquique;Urbano;Mujer;59;Soltero(a);Profesional  Incompleto;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;210000;0;380000;210000
Iquique;Urbano;Mujer;48;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N4;233333;10833;394166;233333
Iquique;Urbano;Hombre;50;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N4;2788554;82058;3150612;320000
Iquique;Urbano;Mujer;38;Separado(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N5;760000;35262;975262;230000
Iquique;Urbano;Hombre;59;Casado(a);M. Hum. Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N10;791667;0;791667;210000
Iquique;Urbano;Hombre;38;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;604167;0;604167;401667
Iquique;Urbano;Hombre;52;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;259000;16669;525669;259000
Iquique;Urbano;Mujer;52;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);No sabe;S’;No;N6;420000;10000;730000;20000
Iquique;Urbano;Mujer;36;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena y otra (doble nacionalidad);En esta comuna;No;S’;N8;252000;0;252000;212000
Iquique;Urbano;Mujer;25;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N2;902500;6666;1109166;200000
Iquique;Urbano;Mujer;58;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N5;90000;6000;216000;90000
Iquique;Urbano;Hombre;43;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N8;300000;0;300000;300000
Iquique;Urbano;Hombre;31;Casado(a);M. Hum. Completa;Ocupados;S’;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N6;250000;0;250000;250000
Iquique;Urbano;Hombre;38;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N7;450000;0;450000;450000
Iquique;Urbano;Mujer;35;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;800000;55461;855461;400000
Iquique;Urbano;Mujer;60;Viudo(a);Profesional Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;800000;0;1000000;400000
Iquique;Urbano;Hombre;45;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;840500;1673;1092173;438750
Iquique;Urbano;Mujer;42;Soltero(a);M. Hum. Completa;Desocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;150000;2500;342500;150000
Iquique;Urbano;Hombre;18;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;150000;0;290000;150000
Iquique;Urbano;Hombre;61;Soltero(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N4;998000;0;1238000;358000
Iquique;Urbano;Hombre;42;Casado(a);B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1000000;60000;1360000;500000
Iquique;Urbano;Mujer;35;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;300000;0;580000;300000
Iquique;Urbano;Mujer;36;Divorciado(a);TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;576667;14673;991340;506667
Iquique;Urbano;Mujer;24;Soltero(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;No;No;N8;215000;28800;343800;215000
Iquique;Urbano;Hombre;53;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1406250;0;1906250;505000
Iquique;Urbano;Hombre;27;Soltero(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;690834;85391;1026225;506834
Iquique;Urbano;Mujer;52;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;216667;65878;682545;181667
Iquique;Urbano;Hombre;39;Soltero(a);Profesional  Incompleto;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;585833;0;885833;585833
Iquique;Urbano;Mujer;38;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;366333;5294;471627;166333
Iquique;Urbano;Hombre;68;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;4150000;0;4550000;4000000
Iquique;Urbano;Hombre;50;Separado(a);Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;5000000;0;5300000;5000000
Iquique;Urbano;Hombre;49;Separado(a);Profesional Completo;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;S’;S’;N9;1800000;0;1800000;1000000
Iquique;Urbano;Hombre;51;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Otra nacionalidad (extranjeros);No sabe;S’;S’;N8;2783335;0;3183335;1800000
Iquique;Urbano;Hombre;43;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;893404;0;1343404;893404
Iquique;Urbano;Hombre;32;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1130000;0;1280000;600000
Iquique;Urbano;Hombre;43;Conviviente o pareja;Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1067727;14234;1081961;1067727
Iquique;Urbano;Mujer;56;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;3150000;1673;3151673;1200000
Iquique;Urbano;Hombre;36;Casado(a);Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1751250;1673;1752923;951250
Iquique;Urbano;Mujer;37;Conviviente o pareja;Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1227000;0;1227000;627000
Iquique;Urbano;Hombre;37;Soltero(a);TŽcnico Nivel Superior Completo;Desocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;800000;0;800000;700000
Iquique;Urbano;Mujer;48;Soltero(a);TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;359167;0;559167;359167
Iquique;Urbano;Hombre;38;Casado(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1655833;3346;2009179;1103333
Iquique;Urbano;Hombre;30;Conviviente o pareja;Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1676666;1673;1978339;953333
Iquique;Urbano;Hombre;41;Casado(a);Profesional Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;3556000;3917;3959917;2010500
Iquique;Urbano;Hombre;30;Soltero(a);Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;2400000;0;2700000;2400000
Iquique;Urbano;Mujer;40;Separado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N8;784167;0;1184167;684167
Iquique;Urbano;Hombre;36;Soltero(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N10;294167;0;644167;294167
Iquique;Urbano;Mujer;44;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N2;480000;0;480000;202000
Iquique;Urbano;Mujer;20;Soltero(a);TŽcnico Nivel Superior Incompleta;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N5;420000;17252;437252;210000
Iquique;Urbano;Mujer;20;Soltero(a);TŽcnico Nivel Superior Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;420000;17252;437252;210000
Iquique;Urbano;Mujer;24;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;480000;0;480000;200000
Iquique;Urbano;Hombre;26;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1420000;0;1420000;690000
Iquique;Urbano;Hombre;53;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;2135000;0;2538000;1450000
Iquique;Urbano;Hombre;70;Conviviente o pareja;B‡sica Incom.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;1109963;0;1109963;621630
Iquique;Urbano;Mujer;41;Soltero(a);Profesional  Incompleto;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;948333;82058;1280391;398333
Iquique;Urbano;Mujer;43;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;400000;34504;734504;200000
Iquique;Urbano;Hombre;62;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;593644;0;1043644;593644
Iquique;Urbano;Mujer;42;Conviviente o pareja;Profesional Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;1998820;0;2298820;619058
Iquique;Urbano;Hombre;72;Casado(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;870000;0;870000;435000
Iquique;Urbano;Hombre;62;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N5;3113333;5019;3518352;1223333
Iquique;Urbano;Hombre;54;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;1500000;0;1800000;1500000
Iquique;Urbano;Hombre;43;Casado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;820000;0;970000;450000
Iquique;Urbano;Mujer;37;Separado(a);M. Hum. Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;280000;3333;2783334;80000
Iquique;Urbano;Mujer;63;Viudo(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N10;521000;0;921000;120000
Iquique;Urbano;Hombre;23;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N10;1330001;0;1330001;500834
Iquique;Urbano;Mujer;32;Conviviente o pareja;Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1700000;0;2400000;900000
Iquique;Urbano;Mujer;31;Conviviente o pareja;Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1821667;0;1821667;767500
Iquique;Urbano;Mujer;32;Separado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;702500;3346;905846;452500
Iquique;Urbano;Hombre;79;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N5;354000;9000;593000;210000
Iquique;Urbano;Hombre;37;Soltero(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1566667;0;1866667;1566667
Iquique;Urbano;Hombre;40;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1200000;0;1550000;600000
Iquique;Urbano;Hombre;38;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;2950000;0;3450000;1500000
Iquique;Urbano;Hombre;65;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;8350000;10972;8760972;4000000
Iquique;Urbano;Hombre;57;Conviviente o pareja;Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;4682500;0;4982500;3000000
Iquique;Urbano;Hombre;74;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1293333;0;1793333;1000000
Iquique;Urbano;Hombre;50;Soltero(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N7;1204167;0;1204167;1204167
Iquique;Urbano;Mujer;36;Soltero(a);Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;2100000;0;2400000;1800000
Iquique;Urbano;Hombre;49;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N2;300000;0;500000;300000
Iquique;Urbano;Hombre;39;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N3;400000;0;2900001;400000
Iquique;Urbano;Hombre;35;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;604000;0;604000;604000
Iquique;Urbano;Mujer;50;Soltero(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;700000;0;1000000;700000
Iquique;Urbano;Hombre;42;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;800000;7000;807000;800000
Iquique;Urbano;Mujer;40;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1150000;0;1350000;300000
Iquique;Urbano;Hombre;45;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;900000;0;1100000;500000
Iquique;Urbano;Mujer;21;Soltero(a);M. Hum. Completa;Ocupados;S’;S’;Otra nacionalidad (extranjeros);En esta comuna;S’;S’;N10;507500;0;507500;507500
Iquique;Urbano;Mujer;33;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;950000;0;950000;650000
Iquique;Urbano;Hombre;33;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);No sabe;S’;S’;N4;770000;58234;828234;350000
Iquique;Urbano;Hombre;38;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;950000;3333;953333;800000
Iquique;Urbano;Hombre;42;Conviviente o pareja;B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;703000;13626;716626;300000
Iquique;Urbano;Mujer;53;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N3;680000;0;880000;380000
Iquique;Urbano;Hombre;32;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N3;733334;0;1033334;500000
Iquique;Urbano;Hombre;29;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;312500;3333;565833;312500
Iquique;Urbano;Mujer;47;Conviviente o pareja;TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N2;160958;0;160958;160958
Iquique;Urbano;Mujer;60;Viudo(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;510000;9000;719000;80000
Iquique;Urbano;Mujer;46;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N4;880816;2167;882983;327000
Iquique;Urbano;Hombre;35;Casado(a);Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;6166667;0;7666667;3300000
Iquique;Urbano;Mujer;31;Soltero(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;800000;0;1300000;800000
Iquique;Urbano;Mujer;44;Divorciado(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1427000;0;1427000;730000
Iquique;Urbano;Hombre;51;Divorciado(a);Profesional Completo;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;2600000;8626;2608626;2600000
Iquique;Urbano;Hombre;76;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;2400000;0;2900000;2000000
Iquique;Urbano;Mujer;33;Casado(a);M. Hum. Incompleta;Inactivos;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N8;650000;3333;1053333;150000
Iquique;Urbano;Hombre;57;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;580000;80000;720000;580000
Iquique;Urbano;Hombre;50;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;913583;0;1413583;755000
Iquique;Urbano;Hombre;45;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N8;958333;3333;1361666;608333
Iquique;Urbano;Mujer;57;Separado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;751750;0;751750;751750
Iquique;Urbano;Hombre;84;Soltero(a);M. Hum. Incompleta;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;222590;0;222590;50000
Iquique;Urbano;Hombre;29;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;373333;30608;653941;373333
